Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4344.txt,second_dataset/2_0068.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8951.txt,second_dataset/5_0595.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9841.txt,second_dataset/3_0025.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9793.txt,second_dataset/2_0300.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2912.txt,second_dataset/1_0506.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3229.txt,second_dataset/1_0406.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8333.txt,second_dataset/5_0192.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8254.txt,second_dataset/1_0118.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9193.txt,second_dataset/1_0914.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7485.txt,second_dataset/1_0399.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6948.txt,second_dataset/2_0377.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8639.txt,second_dataset/3_0207.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1629.txt,second_dataset/1_0597.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/533.txt,second_dataset/4_0320.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1273.txt,second_dataset/3_0157.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2093.txt,second_dataset/1_0408.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4641.txt,second_dataset/1_0133.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6428.txt,second_dataset/1_1542.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8925.txt,second_dataset/1_0801.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3080.txt,second_dataset/1_0213.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9945.txt,second_dataset/3_0279.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2770.txt,second_dataset/2_0291.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6648.txt,second_dataset/2_0245.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5076.txt,second_dataset/5_0423.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6329.txt,second_dataset/5_0044.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/365.txt,second_dataset/1_0975.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1421.txt,second_dataset/1_1738.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3603.txt,second_dataset/1_1613.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7894.txt,second_dataset/1_0595.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1315.txt,second_dataset/4_0204.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/479.txt,second_dataset/2_0429.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9378.txt,second_dataset/2_0268.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4752.txt,second_dataset/1_0345.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1430.txt,second_dataset/1_1709.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9913.txt,second_dataset/1_0719.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1874.txt,second_dataset/1_0929.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/361.txt,second_dataset/5_0338.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5309.txt,second_dataset/1_0394.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5895.txt,second_dataset/5_0659.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4665.txt,second_dataset/1_1106.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7070.txt,second_dataset/5_0436.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9226.txt,second_dataset/5_0576.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3367.txt,second_dataset/1_1588.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7238.txt,second_dataset/1_1678.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7511.txt,second_dataset/3_0165.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1016.txt,second_dataset/3_0232.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5005.txt,second_dataset/1_1311.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/742.txt,second_dataset/5_0398.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3655.txt,second_dataset/1_1279.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9893.txt,second_dataset/5_0075.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2948.txt,second_dataset/1_1765.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7940.txt,second_dataset/4_0288.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1056.txt,second_dataset/1_0419.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7893.txt,second_dataset/1_0330.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7353.txt,second_dataset/2_0074.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6162.txt,second_dataset/2_0202.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9095.txt,second_dataset/1_1499.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2143.txt,second_dataset/1_0726.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/961.txt,second_dataset/1_1339.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3002.txt,second_dataset/2_0479.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1099.txt,second_dataset/2_0301.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2968.txt,second_dataset/3_0360.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5099.txt,second_dataset/2_0050.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7197.txt,second_dataset/5_0179.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3128.txt,second_dataset/1_0566.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9827.txt,second_dataset/1_0617.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/481.txt,second_dataset/4_0298.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5757.txt,second_dataset/1_0302.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5013.txt,second_dataset/3_0238.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8251.txt,second_dataset/1_1086.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1391.txt,second_dataset/1_1811.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8074.txt,second_dataset/1_1778.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8996.txt,second_dataset/1_0656.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2398.txt,second_dataset/3_0220.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8882.txt,second_dataset/1_0270.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7555.txt,second_dataset/1_1547.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3327.txt,second_dataset/4_0232.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/806.txt,second_dataset/1_0735.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3771.txt,second_dataset/1_0353.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5480.txt,second_dataset/3_0008.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9229.txt,second_dataset/1_0711.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6152.txt,second_dataset/3_0291.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1739.txt,second_dataset/4_0169.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5086.txt,second_dataset/5_0189.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7618.txt,second_dataset/5_0231.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7586.txt,second_dataset/1_1171.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6727.txt,second_dataset/2_0127.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/818.txt,second_dataset/3_0171.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9000.txt,second_dataset/2_0267.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/697.txt,second_dataset/1_1307.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1736.txt,second_dataset/1_0867.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6573.txt,second_dataset/1_0114.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5875.txt,second_dataset/2_0073.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7027.txt,second_dataset/1_1209.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4624.txt,second_dataset/3_0137.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3995.txt,second_dataset/1_1797.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8575.txt,second_dataset/3_0147.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5557.txt,second_dataset/5_0008.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1465.txt,second_dataset/1_0125.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2818.txt,second_dataset/1_1540.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3501.txt,second_dataset/3_0292.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5950.txt,second_dataset/3_0395.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4358.txt,second_dataset/5_0251.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3857.txt,second_dataset/1_0465.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/848.txt,second_dataset/1_1642.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/798.txt,second_dataset/2_0138.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5884.txt,second_dataset/2_0248.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1752.txt,second_dataset/5_0439.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5341.txt,second_dataset/3_0052.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1798.txt,second_dataset/1_0143.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4975.txt,second_dataset/4_0264.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1872.txt,second_dataset/1_0180.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6452.txt,second_dataset/1_1004.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6238.txt,second_dataset/1_0032.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8102.txt,second_dataset/5_0052.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/461.txt,second_dataset/5_0396.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5668.txt,second_dataset/2_0246.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3599.txt,second_dataset/4_0143.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1525.txt,second_dataset/2_0512.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1128.txt,second_dataset/1_1565.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1573.txt,second_dataset/1_0031.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8546.txt,second_dataset/1_0167.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9121.txt,second_dataset/5_0597.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6710.txt,second_dataset/2_0205.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5877.txt,second_dataset/1_0313.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/431.txt,second_dataset/3_0383.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5199.txt,second_dataset/3_0396.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4687.txt,second_dataset/5_0420.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/578.txt,second_dataset/5_0319.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1859.txt,second_dataset/1_0862.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2732.txt,second_dataset/1_0034.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9436.txt,second_dataset/4_0086.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6744.txt,second_dataset/2_0187.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1841.txt,second_dataset/1_0219.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4355.txt,second_dataset/1_0876.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1110.txt,second_dataset/2_0426.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1740.txt,second_dataset/5_0487.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6925.txt,second_dataset/3_0015.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4638.txt,second_dataset/1_1489.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2232.txt,second_dataset/2_0207.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/850.txt,second_dataset/1_0400.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4459.txt,second_dataset/5_0190.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5303.txt,second_dataset/1_0514.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8140.txt,second_dataset/3_0194.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5395.txt,second_dataset/5_0236.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5547.txt,second_dataset/3_0183.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8458.txt,second_dataset/1_0188.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6158.txt,second_dataset/5_0234.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8250.txt,second_dataset/2_0493.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1813.txt,second_dataset/1_0119.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2370.txt,second_dataset/1_1221.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1529.txt,second_dataset/1_0153.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/14.txt,second_dataset/2_0118.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8464.txt,second_dataset/5_0314.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7574.txt,second_dataset/1_0906.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5926.txt,second_dataset/1_0879.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1162.txt,second_dataset/4_0160.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4221.txt,second_dataset/1_1145.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6950.txt,second_dataset/1_0381.txt,1
